# 气象站 北京, 中国, WMO_ID=54511，选择从 01.01.2022 至 21.07.2022, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=54511&lang=cn
#
"当地时间 北京";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.03.2022 14:00";"15.2";"762.2";"765.3";"-2.8";"9";"从东北方吹来的风";"2";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"20.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-17.5";"无降水";"12";"";"";"";"";
"27.03.2022 11:00";"12.9";"765.0";"768.1";"-0.2";"11";"从西方吹来的风";"3";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"20.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-16.9";"无降水";"12";"";"";"";"";
"27.03.2022 08:00";"9.4";"765.2";"768.4";"1.0";"17";"从西方吹来的风";"2";"";"14";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"20.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-14.4";"无降水";"12";"";"";"";"";
"27.03.2022 05:00";"2.9";"764.2";"767.4";"0.9";"30";"从北方吹来的风";"0";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"0.4";"20.6";"";"";"2500或更高，或无云。";"";"";"15.0";"-13.0";"无降水";"12";"";"";"";"";
"27.03.2022 02:00";"8.7";"763.3";"766.3";"1.7";"14";"从北方吹来的风";"2";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.4";"20.6";"";"";"2500或更高，或无云。";"";"";"30.0";"-17.3";"无降水";"12";"";"";"";"";
"26.03.2022 23:00";"10.7";"761.6";"764.7";"4.6";"18";"从西北偏北方向吹来的风";"7";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"20.6";"";"";"2500或更高，或无云。";"";"";"24.0";"-12.7";"无降水";"12";"";"";"";"";
"26.03.2022 20:00";"14.9";"757.0";"760.0";"3.2";"17";"从西北方吹来的风";"6";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"20.6";"";"";"2500或更高，或无云。";"";"";"20.0";"-9.9";"无降水";"12";"";"";"";"";
"26.03.2022 17:00";"18.6";"753.8";"756.9";"-0.3";"14";"从西北方吹来的风";"6";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.4";"20.6";"";"";"2500或更高，或无云。";"";"";"8.0";"-9.4";"无降水";"12";"";"";"";"";
"26.03.2022 14:00";"20.1";"754.1";"757.2";"-2.7";"8";"从西南方吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.4";"20.3";"";"";"2500或更高，或无云。";"";"";"22.0";"-15.2";"无降水";"12";"";"";"";"";
"26.03.2022 11:00";"18.2";"756.8";"759.9";"-1.1";"8";"从西南方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.4";"18.3";"";"";"2500或更高，或无云。";"";"";"17.0";"-16.6";"无降水";"12";"";"";"";"";
"26.03.2022 08:00";"8.9";"757.9";"761.0";"0.8";"40";"从西北偏西方向吹来的风";"1";"";"3";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.4";"14.2";"";"";"2500或更高，或无云。";"";"";"11.0";"-4.0";"无降水";"12";"";"";"";"";
"26.03.2022 05:00";"0.8";"757.1";"760.3";"0.1";"66";"从西方吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"0.8";"14.2";"";"";"2500或更高，或无云。";"";"";"9.0";"-5.0";"无降水";"12";"";"";"";"";
"26.03.2022 02:00";"3.8";"757.0";"760.2";"0.1";"53";"从北方吹来的风";"0";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"3.8";"14.2";"";"";"2500或更高，或无云。";"";"";"8.0";"-4.9";"无降水";"12";"";"";"";"";
"25.03.2022 23:00";"7.1";"756.9";"760.0";"0.6";"37";"从东北偏北方向吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"5.3";"14.2";"";"";"2500或更高，或无云。";"";"";"15.0";"-6.6";"无降水";"12";"";"";"";"";
"25.03.2022 20:00";"11.2";"756.3";"759.4";"0.6";"25";"从东北方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"14.2";"";"";"2500或更高，或无云。";"";"";"12.0";"-8.1";"无降水";"12";"";"";"";"";
"25.03.2022 17:00";"14.0";"755.7";"758.8";"-0.5";"21";"从东北方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"14.2";"";"";"2500或更高，或无云。";"";"";"11.0";"-8.0";"无降水";"12";"";"";"";"";
"25.03.2022 14:00";"13.5";"756.2";"759.3";"-0.9";"19";"从东北偏北方向吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"13.7";"";"";"2500或更高，或无云。";"";"";"10.0";"-9.7";"无降水";"12";"";"";"";"";
"25.03.2022 11:00";"12.5";"757.1";"760.2";"-0.3";"28";"从东北偏北方向吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"12.5";"";"";"2500或更高，或无云。";"";"";"9.0";"-5.5";"无降水";"12";"";"";"";"";
"25.03.2022 08:00";"9.7";"757.4";"760.6";"2.2";"62";"从东北偏北方向吹来的风";"3";"";"6";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.3";"9.7";"";"";"2500或更高，或无云。";"";"";"4.1";"2.6";"无降水";"12";"";"";"";"";
"25.03.2022 05:00";"5.7";"755.2";"758.4";"-0.4";"94";"从东北偏北方向吹来的风";"2";"";"3";"";"薄雾 ";"";"";"2.9";"9.5";"";"";"2500或更高，或无云。";"";"";"1.1";"4.8";"0.1";"12";"";"";"";"";
"25.03.2022 02:00";"7.1";"755.6";"758.8";"";"91";"从北方吹来的风";"1";"";"4";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"9.5";"";"";"2500或更高，或无云。";"";"";"1.5";"5.7";"0.2";"12";"";"";"";"";
"24.03.2022 23:00";"7.8";"755.4";"758.5";"1.0";"94";"从北方吹来的风";"1";"";"4";"";"薄雾 ";"";"";"";"9.5";"";"";"300-600";"";"";"1.1";"6.9";"0.2";"12";"";"";"";"";
"24.03.2022 20:00";"7.9";"754.4";"757.6";"0.6";"95";"从东北方吹来的风";"2";"";"4";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"2.5";"9.5";"";"";"100-200";"";"";"1.1";"7.1";"0.2";"12";"";"";"";"";
"24.03.2022 17:00";"8.3";"753.8";"757.0";"-0.1";"94";"从东北方吹来的风";"1";"";"4";"";"雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ";"小雨";"雾或冰雾或强阴霾";"2.5";"12.1";"";"";"100-200";"";"";"0.5";"7.4";"0.1";"12";"";"";"";"";
"24.03.2022 14:00";"9.4";"753.9";"757.0";"-1.1";"75";"从南方吹来的风";"2";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"2.5";"12.5";"";"";"300-600";"";"";"2.7";"5.2";"无降水";"12";"";"";"";"";
"24.03.2022 11:00";"8.4";"755.0";"758.2";"-0.5";"69";"从南方吹来的风";"2";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"2.5";"12.5";"";"";"300-600";"";"";"2.5";"3.0";"无降水";"12";"";"";"";"";
"24.03.2022 08:00";"5.3";"755.5";"758.7";"0.3";"78";"从东北方吹来的风";"2";"";"";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.9";"12.5";"";"";"2500或更高，或无云。";"";"";"3.6";"1.8";"无降水";"12";"";"";"";"";
"24.03.2022 05:00";"3.8";"755.2";"758.4";"-0.6";"83";"从东北偏东方向吹来的风";"2";"";"2";"";"霾 ";"";"";"-0.9";"12.5";"";"";"2500或更高，或无云。";"";"";"3.2";"1.2";"无降水";"12";"";"";"";"";
"24.03.2022 02:00";"3.1";"755.8";"758.9";"-0.6";"81";"从东北方吹来的风";"1";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.1";"12.5";"";"";"2500或更高，或无云。";"";"";"3.5";"0.2";"无降水";"12";"";"";"";"";
"23.03.2022 23:00";"5.7";"756.4";"759.5";"0.6";"70";"从东方吹来的风";"1";"";"";"";"霾 ";"";"";"-1.1";"12.5";"";"";"2500或更高，或无云。";"";"";"4.4";"0.5";"无降水";"12";"";"";"";"";
"23.03.2022 20:00";"7.8";"755.8";"759.0";"0.7";"63";"从东北方吹来的风";"2";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.1";"12.5";"";"";"2500或更高，或无云。";"";"";"5.0";"1.2";"无降水";"12";"";"";"";"";
"23.03.2022 17:00";"12.1";"755.1";"758.2";"-1.0";"43";"从东北偏东方向吹来的风";"2";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.1";"12.5";"";"";"2500或更高，或无云。";"";"";"6.0";"-0.1";"无降水";"12";"";"";"";"";
"23.03.2022 14:00";"11.0";"756.1";"759.3";"-1.6";"44";"从西南偏西方向吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.1";"11.4";"";"";"2500或更高，或无云。";"";"";"6.0";"-0.8";"无降水";"12";"";"";"";"";
"23.03.2022 11:00";"7.3";"757.7";"760.9";"-1.8";"58";"从西南方吹来的风";"2";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.1";"9.8";"";"";"2500或更高，或无云。";"";"";"5.0";"-0.4";"无降水";"12";"";"";"";"";
"23.03.2022 08:00";"1.9";"759.5";"762.7";"0.2";"93";"从西南方吹来的风";"1";"";"4";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.1";"";"";"";"2500或更高，或无云。";"";"";"2.3";"0.9";"无降水";"12";"";"";"";"";
"23.03.2022 05:00";"-0.5";"759.3";"762.5";"-1.7";"93";"从东方吹来的风";"1";"";"10";"";"薄雾 ";"";"";"-1.1";"9.8";"";"";"300-600";"";"";"3.2";"-1.5";"无降水";"12";"";"";"";"";
"23.03.2022 02:00";"0.0";"761.0";"764.2";"-2.0";"90";"从东北方吹来的风";"1";"";"10";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-0.6";"9.8";"";"";"2500或更高，或无云。";"";"";"4.2";"-1.4";"无降水";"12";"";"";"";"";
"22.03.2022 23:00";"1.3";"763.0";"766.3";"-0.6";"84";"从东北方吹来的风";"1";"";"10";"";"霾 ";"";"";"-0.6";"9.8";"";"";"2500或更高，或无云。";"";"";"5.0";"-1.1";"无降水";"12";"";"";"";"";
"22.03.2022 20:00";"3.5";"763.6";"766.8";"0.3";"76";"从西南偏南方向吹来的风";"3";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-0.6";"9.8";"";"";"2500或更高，或无云。";"";"";"8.0";"-0.3";"无降水";"12";"";"";"";"";
"22.03.2022 17:00";"8.0";"763.3";"766.5";"-1.8";"31";"从西南方吹来的风";"4";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-0.6";"12.1";"";"";"1000-1500";"";"";"18.0";"-8.1";"无降水";"12";"";"";"";"";
"22.03.2022 14:00";"9.6";"765.1";"768.4";"-2.8";"21";"从西南方吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-0.6";"12.9";"";"";"2500或更高，或无云。";"";"";"30.0";"-11.7";"无降水";"12";"";"";"";"";
"22.03.2022 11:00";"8.9";"767.9";"771.1";"0.1";"23";"从西南偏南方向吹来的风";"3";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-0.6";"12.9";"";"";"2500或更高，或无云。";"";"";"30.0";"-11.1";"无降水";"12";"";"";"";"";
"22.03.2022 08:00";"4.4";"767.8";"771.0";"-0.3";"37";"从东北方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-0.6";"12.9";"";"";"2500或更高，或无云。";"";"";"27.0";"-9.0";"无降水";"12";"";"";"";"";
"22.03.2022 05:00";"0.2";"768.1";"771.3";"-0.1";"52";"从东北方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"-0.6";"12.9";"";"";"2500或更高，或无云。";"";"";"22.0";"-8.5";"无降水";"12";"";"";"";"";
"22.03.2022 02:00";"0.2";"768.2";"771.4";"0.0";"46";"从东北偏北方向吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.2";"12.9";"";"";"2500或更高，或无云。";"";"";"19.0";"-10.1";"无降水";"12";"";"";"";"";
"21.03.2022 23:00";"4.6";"768.2";"771.4";"1.6";"27";"从东北方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"1.8";"12.9";"";"";"2500或更高，或无云。";"";"";"30.0";"-12.8";"无降水";"12";"";"";"";"";
"21.03.2022 20:00";"8.1";"766.6";"769.8";"2.1";"18";"从东北偏东方向吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.8";"12.9";"";"";"2500或更高，或无云。";"";"";"30.0";"-14.8";"无降水";"12";"";"";"";"";
"21.03.2022 17:00";"12.2";"764.5";"767.7";"-0.3";"14";"从北方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.8";"12.9";"";"";"2500或更高，或无云。";"";"";"30.0";"-14.5";"无降水";"12";"";"";"";"";
"21.03.2022 14:00";"11.9";"764.8";"768.0";"-2.1";"15";"从西北偏北方向吹来的风";"3";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.8";"12.1";"";"";"2500或更高，或无云。";"";"";"30.0";"-13.9";"无降水";"12";"";"";"";"";
"21.03.2022 11:00";"10.2";"766.9";"770.1";"0.8";"22";"从北方吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.8";"10.8";"";"";"2500或更高，或无云。";"";"";"30.0";"-10.6";"无降水";"12";"";"";"";"";
"21.03.2022 08:00";"6.6";"766.1";"769.3";"1.6";"33";"从西北偏北方向吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"10.8";"";"";"2500或更高，或无云。";"";"";"30.0";"-8.5";"无降水";"12";"";"";"";"";
"21.03.2022 05:00";"5.4";"764.5";"767.7";"-0.3";"40";"从东北方吹来的风";"1";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"-0.6";"10.8";"";"";"2000-2500";"";"";"30.0";"-7.4";"无降水";"12";"";"";"";"";
"21.03.2022 02:00";"3.0";"764.8";"768.0";"0.6";"60";"从北方吹来的风";"1";"";"7";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-0.9";"10.8";"";"";"2500或更高，或无云。";"";"";"7.0";"-4.0";"无降水";"12";"";"";"";"";
"20.03.2022 23:00";"3.8";"764.2";"767.4";"1.6";"69";"从北方吹来的风";"1";"";"7";"";"霾 ";"";"";"-0.9";"10.8";"";"";"2500或更高，或无云。";"";"";"4.3";"-1.4";"无降水";"12";"";"";"";"";
"20.03.2022 20:00";"6.7";"762.6";"765.8";"1.5";"55";"从西南偏西方向吹来的风";"2";"";"7";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-0.9";"10.8";"";"";"2500或更高，或无云。";"";"";"6.0";"-1.7";"无降水";"12";"";"";"";"";
